iter	RMSE
588	12.03203726
589	12.03203629
590	12.03203015
591	12.03202874
592	12.03202611
593	12.03202498
594	12.03202459
595	12.03202369
596	12.0320222
597	12.03201753
598	12.03201405
599	12.0320126
600	12.03201059
601	12.03200622
602	12.0320028
603	12.03200223
604	12.03199958
605	12.03199621
606	12.03199533
607	12.03199197
608	12.03198905
609	12.03198759
610	12.03198331
611	12.03198247
612	12.0319776
613	12.03197213
614	12.03197134
615	12.03197005
616	12.03196971
617	12.0319691
618	12.03196715
619	12.03196458
620	12.03195971
621	12.03195746
622	12.03195561
623	12.03195351
624	12.03194979
625	12.03194851
626	12.03194435
627	12.03193978
628	12.03193398
629	12.03193056
630	12.03192196
631	12.03192151
632	12.03191975
633	12.03191599
634	12.03191103
635	12.03190895
636	12.03190655
637	12.0318983
638	12.03189635
639	12.03189574
640	12.0318932
641	12.03188722
642	12.03187949
643	12.0318774
644	12.03187505
645	12.03187061
646	12.03186633
647	12.03186488
648	12.0318646
649	12.03186262
650	12.0318599
651	12.03185765
652	12.03185545
653	12.03185482
654	12.03185413
655	12.03185389
656	12.03185109
657	12.03185015
658	12.03184761
659	12.03184692
660	12.0318442
661	12.0318351
662	12.03183439
663	12.03183321
664	12.03182685
665	12.03182545
666	12.03181473
667	12.03181255
668	12.03181164
669	12.03180958
670	12.031807
671	12.03180645
672	12.03180368
673	12.03179834
674	12.03179654
675	12.03179085
676	12.03179019
677	12.03178449
678	12.03178289
679	12.0317827
680	12.03178242
681	12.03178042
682	12.03177977
683	12.03177644
684	12.0317746
685	12.03177439
686	12.03177244
687	12.03177227
688	12.03176978
689	12.03176957
690	12.03176231
691	12.03175848
692	12.03175784
693	12.03175518
694	12.03175374
695	12.0317521
696	12.03175173
697	12.0317489
698	12.03174836
699	12.03174772
700	12.03174647
701	12.03174602
702	12.03174509
703	12.03174028
704	12.03173573
705	12.03173542
706	12.03173382
707	12.03173352
708	12.03173333
709	12.03173267
710	12.03173209
711	12.03173166
712	12.03173062
713	12.03173017
714	12.03173002
715	12.03172711
716	12.03172649
717	12.03172551
718	12.03172473
719	12.03172337
720	12.03172312
721	12.03172257
722	12.03172047
723	12.03171659
724	12.0317156
725	12.03171417
726	12.03171394
727	12.03171271
728	12.03171165
729	12.03171106
730	12.03170866
731	12.03170853
732	12.03170832
733	12.03170639
734	12.03170614
735	12.03170595
736	12.03170228
737	12.03170181
738	12.03170102
739	12.03169989
740	12.03169856
741	12.03169767
742	12.03169389
743	12.03169047
744	12.03168928
745	12.03168895
746	12.03168721
747	12.03168659
748	12.03168554
749	12.03168542
750	12.03168501
751	12.03168464
752	12.03168373
753	12.03168263
754	12.03168131
755	12.03167915
756	12.03167852
757	12.03167476
758	12.03167344
759	12.03167257
760	12.03167036
761	12.03167024
762	12.0316699
763	12.03166941
764	12.03166892
765	12.0316681
766	12.03166713
767	12.03166653
768	12.03166612
769	12.03166546
770	12.03166398
771	12.03166391
772	12.03166346
773	12.03166256
774	12.03166223
775	12.03166117
776	12.03165986
777	12.03165915
778	12.0316586
779	12.03165817
780	12.03165753
781	12.03165402
782	12.03165386
783	12.03165225
784	12.03165168
785	12.03165162
786	12.03165138
787	12.03165115
788	12.03165087
789	12.03164992
790	12.03164583
791	12.0316456
792	12.03164444
793	12.03164081
794	12.03164036
795	12.0316393
796	12.03163842
797	12.03163837
798	12.03163829
799	12.0316374
800	12.03163644
801	12.03163485
802	12.03163443
803	12.03163423
804	12.03163348
805	12.03163328
806	12.03163316
807	12.03163177
808	12.03163161
809	12.03162825
810	12.0316281
811	12.03162635
812	12.03162431
813	12.03162424
814	12.03162349
815	12.03162196
816	12.03161997
817	12.03161984
818	12.03161874
819	12.03161792
820	12.0316177
821	12.03161729
822	12.03161714
823	12.03161703
824	12.03161647
825	12.03161633
826	12.03161515
827	12.0316148
828	12.03161414
829	12.03161363
830	12.03161338
831	12.03161096
832	12.03161055
833	12.03161045
834	12.03161012
835	12.03160798
836	12.03160749
837	12.03160672
838	12.03160587
839	12.03160568
840	12.03160529
841	12.0316051
842	12.03160467
843	12.03160377
844	12.03160375
845	12.03160356
846	12.03160072
847	12.03160014
848	12.03159982
849	12.03159961
850	12.03159927
851	12.03159901
852	12.03159886
853	12.03159529
854	12.03159522
855	12.03159451
856	12.03159271
857	12.03159227
858	12.03159225
859	12.03159209
860	12.03159159
861	12.03159138
862	12.03158959
863	12.03158829
864	12.03158793
865	12.03158782
866	12.03158762
867	12.03158747
868	12.03158698
869	12.0315857
870	12.03158524
871	12.03158513
872	12.03158508
873	12.03158457
874	12.03158435
875	12.03158424
876	12.03158323
877	12.03158308
878	12.03158289
879	12.03158255
880	12.03158161
881	12.03158146
882	12.03158123
883	12.0315811
884	12.03158089
885	12.03158078
886	12.03158057
887	12.03158022
888	12.03158009
889	12.03157966
890	12.03157937
891	12.03157931
892	12.03157923
893	12.03157914
894	12.03157715
895	12.03157701
896	12.03157492
897	12.03157465
898	12.03157447
899	12.03157429
900	12.03157387
901	12.03157304
902	12.03157224
903	12.0315719
904	12.03157142
905	12.03157131
906	12.0315712
907	12.03157114
908	12.03157064
909	12.0315695
910	12.03156946
911	12.03156912
912	12.03156897
913	12.03156894
914	12.03156776
915	12.03156735
916	12.03156651
917	12.03156633
918	12.03156625
919	12.03156542
920	12.03156489
921	12.03156484
922	12.03156328
923	12.03156236
924	12.03156212
925	12.03156116
926	12.03156107
927	12.03156043
928	12.03156
929	12.03155707
930	12.03155666
931	12.03155661
932	12.03155639
933	12.03155608
934	12.03155589
935	12.03155567
936	12.03155471
937	12.03155426
938	12.03155383
939	12.03155355
940	12.03155332
941	12.03155281
942	12.03155272
943	12.03155255
944	12.03155248
945	12.03155246
946	12.03155204
947	12.03155201
948	12.03155185
949	12.03155165
950	12.03155162
951	12.0315514
952	12.03155039
953	12.03155029
954	12.03154995
955	12.03154943
956	12.0315493
957	12.03154926
958	12.03154916
959	12.03154828
960	12.03154824
961	12.03154805
962	12.03154794
963	12.03154762
964	12.03154733
965	12.0315471
966	12.03154691
967	12.03154684
968	12.0315457
969	12.03154515
970	12.03154508
971	12.03154488
972	12.03154483
973	12.03154408
974	12.03154392
975	12.03154352
976	12.03154323
977	12.03154258
978	12.03154242
979	12.03154219
980	12.03154187
981	12.03154184
982	12.03154179
983	12.03154174
984	12.03154162
985	12.03154155
986	12.03153892
987	12.03153882
988	12.0315381
989	12.03153794
990	12.03153786
991	12.03153656
992	12.03153645
993	12.03153631
994	12.03153623
995	12.03153616
996	12.03153608
997	12.03153574
998	12.03153547
999	12.0315343
